date_sent,ticker,pattern,entry,stop,target,score,rr,price_5d,price_10d,price_20d,result_5d,result_10d,result_20d,checked
2026-06-02,LYG,Falling Wedge,5.41,5.22,6.18,39.5,3.83,5.3,5.5,5.74,OPEN (-2.0%),OPEN (+1.7%),OPEN (+6.1%),True
2026-06-02,RACE,Falling Wedge,348.01,334.01,391.87,33.5,2.8,351.57,354.91,348.42,OPEN (+1.0%),OPEN (+2.0%),OPEN (+0.1%),True
2026-06-02,NMR,Falling Wedge,8.18,7.96,9.15,39.5,4.21,8.58,8.73,9.01,OPEN (+4.9%),OPEN (+6.7%),OPEN (+10.2%),True
2026-06-02,WBD,Falling Wedge,27.23,26.84,28.78,41.0,3.74,26.47,26.98,26.95,LOSS (-2.8%),OPEN (-0.9%),OPEN (-1.0%),True
2026-06-02,EAT,Falling Wedge,141.7,131.7,175.17,41.0,3.32,146.14,159.32,164.46,OPEN (+3.1%),OPEN (+12.4%),OPEN (+16.1%),True
2026-06-30,EPRT,Falling Wedge,30.41,29.51,33.13,33.0,2.58,30.88,31.18,33.35,OPEN (+1.6%),OPEN (+2.5%),WIN (+9.7%),True
2026-06-30,AQN,Falling Wedge,5.96,5.81,7.13,33.0,7.37,5.58,5.65,5.81,LOSS (-6.4%),LOSS (-5.2%),LOSS (-2.5%),True
2026-06-30,BJ,Falling Wedge,89.19,85.59,104.85,39.5,4.14,87.53,88.05,93.91,OPEN (-1.9%),OPEN (-1.3%),OPEN (+5.3%),True
2026-06-30,MWA,Falling Wedge,26.02,25.02,30.22,39.5,3.81,25.35,24.92,25.06,OPEN (-2.6%),LOSS (-4.2%),OPEN (-3.7%),True
2026-06-30,CALM,Falling Wedge,79.07,75.68,92.59,39.0,3.62,85.19,88.34,88.42,OPEN (+7.7%),OPEN (+11.7%),OPEN (+11.8%),True
2026-06-30,PI,Falling Wedge,133.18,122.21,167.08,36.5,3.05,148.0,144.03,137.72,OPEN (+11.1%),OPEN (+8.2%),OPEN (+3.4%),True
2026-06-30,SSB,Falling Wedge,99.52,96.91,109.91,48.5,3.22,100.84,99.68,102.35,OPEN (+1.3%),OPEN (+0.2%),OPEN (+2.8%),True
2026-06-30,NKTR,Falling Wedge,65.22,60.42,93.09,52.0,5.58,73.15,70.36,64.84,OPEN (+12.2%),OPEN (+7.9%),OPEN (-0.6%),True
2026-06-30,DX,Falling Wedge,13.17,12.86,14.01,34.0,2.56,13.24,13.15,13.12,OPEN (+0.5%),OPEN (-0.1%),OPEN (-0.4%),True
2026-06-30,ITW,Falling Wedge,267.37,259.26,309.69,42.5,5.15,274.27,268.81,271.69,OPEN (+2.6%),OPEN (+0.5%),OPEN (+1.6%),True
2026-06-30,SWX,Falling Wedge,89.3,87.24,96.79,48.5,2.99,88.66,91.18,91.73,OPEN (-0.7%),OPEN (+2.1%),OPEN (+2.7%),True
2026-07-04,SYF,Falling Wedge,76.03,73.2,87.45,49.0,3.55,71.57,73.42,,LOSS (-5.9%),OPEN (-3.4%),,False
2026-07-05,SYF,Falling Wedge,76.03,73.2,87.45,49.0,3.55,72.44,74.04,,LOSS (-4.7%),OPEN (-2.6%),,False
2026-07-07,PCG,Falling Wedge,16.74,16.25,18.57,46.0,3.08,17.37,17.32,,OPEN (+3.8%),OPEN (+3.5%),,False
2026-07-08,MHK,Double Bottom,112.76,105.76,136.9,58.0,3.37,107.66,108.0,,OPEN (-4.5%),OPEN (-4.2%),,False
2026-07-08,MHK,Double Bottom,112.76,105.76,136.9,59.0,3.37,107.66,108.0,,OPEN (-4.5%),OPEN (-4.2%),,False
2026-07-14,SRE,Falling Wedge,93.38,91.17,102.54,46.5,3.53,90.69,,,LOSS (-2.9%),,,False
2026-07-16,URBN,Falling Wedge,72.78,69.26,82.44,49.5,2.57,,,,,,,False
